ILOC_CODE_2016,OH_R_Tot_DS_SH,OH_R_Tot_DS_SDRTHT,OH_R_Tot_DS_FA,OH_R_Tot_DS_OD_C,OH_R_Tot_DS_OD_CH,OH_R_Tot_DS_OD_IH_t_SO,OH_R_Tot_OD_HF_a_SO,OH_R_Tot_DS_OD_Tot,OH_R_Tot_DS_NS,OH_R_Tot_DS_Tot,OH_OTT_DS_SH,OH_OTT_DS_SDRTHT,OH_OTT_DS_FA,OH_OTT_DS_OD_C,OH_OTT_DS_OD_CH,OH_OTT_DS_OD_IH_t_SO,OH_OTT_OD_HF_a_SO,OH_OTT_DS_OD_Tot,OH_OTT_DS_NS,OH_OTT_DS_Tot,OH_T_NS_DS_SH,OH_T_NS_DS_SDRTHT,OH_T_NS_DS_FA,OH_T_NS_DS_OD_C,OH_T_NS_DS_OD_CH,OH_T_NS_DS_OD_IH_t_SO,OH_T_NS_OD_HF_a_SO,OH_T_NS_DS_OD_Tot,OH_T_NS_DS_NS,OH_T_NS_DS_Tot,OH_Tot_DS_SHouse,OH_Tot_DS_SDRTHT,OH_Tot_DS_F_u_or_a,OH_Tot_DS_OD_C,OH_Tot_DS_OD_CH,OH_Tot_DS_OD_IH_t_SO,OH_Tot_DS_OD_HF_a_to_a_s_o,OH_Tot_DS_OD_Tot,OH_Tot_DS_NS,OH_Tot_Tot,T_h_OO_DS_SH,T_h_OO_DS_SDRTHT,T_h_OO_DS_FA,T_h_OO_DS_OD_C,T_h_OO_DS_OD_CH,T_h_OO_DS_OD_IH_t_SO,T_h_OO_OD_HF_a_SO,T_h_OO_DS_OD_Tot,T_h_OO_DS_NS,T_h_OO_DS_Tot,T_h_M_DS_SH,T_h_M_DS_SDRTHT,T_h_M_DS_FA,T_h_M_DS_OD_C,T_h_M_DS_OD_CH,T_h_M_DS_OD_IH_t_SO,T_h_M_OD_HF_a_SO,T_h_M_DS_OD_Tot,T_h_M_DS_NS,T_h_M_DS_Tot,T_h_RREA_DS_SH,T_h_RREA_DS_SDRTHT,T_h_RREA_DS_FA,T_h_RREA_DS_OD_C,T_h_RREA_DS_OD_CH,T_h_RREA_DS_OD_IH_t_SO,T_h_RREA_OD_HF_a_SO,T_h_RREA_DS_OD_Tot,T_h_RREA_DS_NS,T_h_RREA_DS_Tot,T_h_RHA_DS_SH,T_h_RHA_DS_SDRTHT,T_h_RHA_DS_FA,T_h_RHA_DS_OD_C,T_h_RHA_DS_OD_CH,T_h_RHA_DS_OD_IH_t_SO,T_h_RHA_OD_HF_a_SO,T_h_RHA_DS_OD_Tot,T_h_RHA_DS_NS,T_h_RHA_DS_Tot,T_h_R_PSH_DS_SH,T_h_R_PSH_DS_SDRTHT,T_h_R_PSH_DS_FA,T_h_R_PSH_DS_OD_C,T_h_R_PSH_DS_OD_CH,T_h_R_PSH_DS_OD_IH_t_SO,T_h_R_PSH_OD_HF_a_SO,T_h_R_PSH_DS_OD_Tot,T_h_R_PSH_DS_NS,T_h_R_PSH_DS_Tot,T_h_R_HCC_DS_SH,T_h_R_HCC_DS_SDRTHT,T_h_R_HCC_DS_FA,T_h_R_HCC_DS_OD_C,T_h_R_HCC_DS_OD_CH,T_h_R_HCC_DS_OD_IH_t_SO,T_h_R_HCC_OD_HF_a_SO,T_h_R_HCC_DS_OD_Tot,T_h_R_HCC_DS_NS,T_h_R_HCC_DS_Tot,T_h_R_OLT_DS_SH,T_h_R_OLT_DS_SDRTHT,T_h_R_OLT_DS_FA,T_h_R_OLT_DS_OD_C,T_h_R_OLT_DS_OD_CH,T_h_R_OLT_DS_OD_IH_t_SO,T_h_R_OLT_OD_HF_a_SO,T_h_R_OLT_DS_OD_Tot,T_h_R_OLT_DS_NS,T_h_R_OLT_DS_Tot,T_h_R_LNS_DS_SH,T_h_R_LNS_DS_SDRTHT,T_h_R_LNS_DS_FA,T_h_R_LNS_DS_OD_C,T_h_R_LNS_DS_OD_CH,T_h_R_LNS_DS_OD_IH_t_SO,T_h_R_LNS_OD_HF_a_SO,T_h_R_LNS_DS_OD_Tot,T_h_R_LNS_DS_NS,T_h_R_LNS_DS_Tot,T_h_R_Tot_DS_SH,T_h_R_Tot_DS_SDRTHT,T_h_R_Tot_DS_FA,T_h_R_Tot_DS_OD_C,T_h_R_Tot_DS_OD_CH,T_h_R_Tot_DS_OD_IH_t_SO,T_h_R_Tot_OD_HF_a_SO,T_h_R_Tot_DS_OD_Tot,T_h_R_Tot_DS_NS,T_h_R_Tot_DS_Tot,T_h_OTT_DS_SH,T_h_OTT_DS_SDRTHT,T_h_OTT_DS_FA,T_h_OTT_DS_OD_C,T_h_OTT_DS_OD_CH,T_h_OTT_DS_OD_IH_t_SO,T_h_OTT_OD_HF_a_SO,T_h_OTT_DS_OD_Tot,T_h_OTT_DS_NS,T_h_OTT_DS_Tot,T_h_T_NS_DS_SH,T_h_T_NS_DS_SDRTHT,T_h_T_NS_DS_FA,T_h_T_NS_DS_OD_C,T_h_T_NS_DS_OD_CH,T_h_T_NS_DS_OD_IH_t_SO,T_h_T_NS_OD_HF_a_SO,T_h_T_NS_DS_OD_Tot,T_h_T_NS_DS_NS,T_h_T_NS_DS_Tot,T_h_Tot_DS_SH,T_h_Tot_DS_SDRTHT,T_h_Tot_DS_FA,T_h_Tot_DS_OD_C,T_h_Tot_DS_OD_CH,T_h_Tot_DS_OD_IH_t_SO,T_h_Tot_OD_HF_a_SO,T_h_Tot_DS_OD_Tot,T_h_Tot_DS_NS,T_h_Tot_DS_Tot
ILOC50501905,1408,285,90,0,0,0,0,0,0,1783,16,22,0,0,0,0,0,0,0,40,115,27,3,0,0,0,0,0,0,148,7107,923,101,0,0,0,0,0,0,8128,863,327,0,0,0,0,0,0,0,1192,4843,262,10,0,0,0,0,0,0,5112,838,171,81,0,0,0,0,0,0,1086,178,83,10,0,0,0,0,0,0,269,397,46,0,0,0,0,0,0,0,443,11,3,0,0,0,0,0,0,0,18,67,3,0,0,0,0,0,0,0,67,6,0,3,0,0,0,0,0,0,11,1495,301,94,0,0,0,0,0,0,1887,18,22,0,0,0,0,0,0,0,40,128,27,3,0,0,0,0,0,0,154,7346,941,102,0,0,0,0,0,0,8392
ILOC50501906,342,139,3,3,4,0,4,9,4,497,10,0,0,0,0,0,0,0,0,12,39,4,0,3,3,0,0,6,0,48,2209,280,9,28,17,0,11,56,10,2561,724,51,0,16,7,0,3,30,0,802,1129,94,0,4,3,0,4,10,0,1228,166,75,0,0,0,0,0,0,3,241,17,24,3,0,0,0,0,0,0,51,147,33,0,0,0,0,0,0,0,185,3,9,0,0,0,0,0,0,0,10,19,0,0,0,4,0,0,7,0,26,14,4,0,0,0,0,0,0,0,21,361,145,3,3,4,0,4,9,4,526,10,0,0,0,0,0,0,0,0,12,36,5,0,3,3,0,0,6,0,55,2263,292,9,28,17,0,11,56,10,2622
ILOC50501907,224,610,190,0,0,0,5,5,4,1028,5,3,0,0,0,0,0,0,0,5,21,25,7,0,0,0,0,0,0,55,717,961,233,0,0,0,11,11,10,1922,271,132,3,0,0,0,0,0,0,411,205,195,37,0,0,0,3,3,0,437,145,414,146,0,0,0,0,0,3,710,16,100,20,0,0,0,0,0,0,132,73,114,14,0,0,0,6,6,0,202,5,5,11,0,0,0,0,0,0,20,4,13,3,0,0,0,0,0,0,13,6,4,3,0,0,0,0,0,0,17,242,646,197,0,0,0,5,5,4,1091,5,4,0,0,0,0,0,0,0,9,25,26,7,0,0,0,0,0,0,65,748,1011,243,0,0,0,11,11,10,2010
ILOC50501908,443,442,3,3,12,0,3,15,6,903,9,3,0,3,0,0,0,3,0,9,42,25,0,4,0,0,0,4,3,68,1409,642,3,53,12,0,3,63,8,2131,375,63,0,38,0,0,0,38,3,483,592,115,0,3,0,0,0,3,0,712,206,225,5,0,0,0,3,3,0,439,78,116,0,0,0,0,0,0,0,200,171,111,0,0,0,0,0,0,0,275,6,8,0,0,0,0,0,0,5,23,23,14,0,3,12,0,0,16,0,42,12,7,0,0,0,0,0,0,0,19,493,485,5,3,12,0,3,15,8,1001,9,3,0,3,0,0,0,3,0,13,44,25,0,4,0,0,0,4,3,75,1512,686,5,53,12,0,3,62,16,2280
ILOC50501909,384,4,37,0,0,0,0,0,0,432,7,0,0,0,0,0,0,0,0,14,28,0,3,0,0,0,0,0,0,35,2167,13,44,0,0,0,0,0,4,2231,475,4,0,0,0,0,0,0,0,481,1330,9,0,0,0,0,0,0,4,1344,215,0,0,0,0,0,0,0,0,217,54,0,38,0,0,0,0,0,0,92,150,0,0,0,0,0,0,0,0,151,3,0,4,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,432,4,42,0,0,0,0,0,0,478,7,0,0,0,0,0,0,0,0,14,41,0,3,0,0,0,0,0,0,41,2284,14,41,0,0,0,0,0,4,2353
ILOC50502001,5330,1624,14,16,19,0,3,38,5,7013,163,176,0,0,0,0,0,0,0,330,578,118,0,6,0,0,0,5,3,703,32140,3899,21,66,74,10,7,151,29,36242,7530,669,3,43,53,0,3,93,3,8297,18861,1335,3,3,3,7,3,12,12,20231,2870,768,6,0,0,0,0,0,3,3647,355,526,3,0,0,0,0,0,0,882,1939,285,0,0,7,0,3,11,3,2234,35,40,0,0,0,0,0,0,0,69,259,38,0,13,15,0,0,25,0,333,97,14,0,3,0,0,0,0,0,112,5553,1670,14,16,19,0,3,43,5,7279,165,176,0,0,0,0,0,0,0,340,595,118,0,6,0,0,0,5,3,717,32706,3962,21,66,73,10,11,153,29,36868
ILOC50502101,5422,824,77,0,4,0,0,4,12,6337,174,321,0,0,0,0,0,0,3,497,393,80,5,0,0,0,0,0,4,482,21720,2239,109,0,3,0,0,3,46,24112,3312,359,8,0,0,0,0,0,0,3679,12647,662,16,0,0,0,0,0,18,13344,3603,508,61,0,3,0,0,3,12,4180,350,133,8,0,0,0,0,0,0,487,1506,145,5,0,0,0,0,0,4,1660,31,33,4,0,0,0,0,0,0,70,97,18,0,0,0,0,0,0,0,121,64,13,0,0,0,0,0,0,0,80,5654,845,78,0,3,0,0,3,12,6597,174,325,0,0,0,0,0,0,3,501,406,80,5,0,0,0,0,0,4,499,22184,2281,108,3,3,0,0,5,46,24622
ILOC50600101,4,0,0,3,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,5,10,11,0,0,29,0,0,0,25,12,54,3,0,0,23,0,0,0,23,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,3,19,0,0,3,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,5,10,29,0,0,29,0,0,0,25,12,65
ILOC50600102,8,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,58,3,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,57,3,0,0,0,0,0,0,0,64
ILOC50600103,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,30
ILOC50600104,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,19
ILOC50600105,15,0,3,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,3,0,0,3,9,0,35,7,0,0,3,0,0,0,4,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,59,0,3,3,0,0,5,7,0,69
ILOC50600106,856,43,16,0,0,0,3,5,9,919,16,0,0,0,0,0,0,0,3,19,16,3,0,0,0,0,0,0,0,21,986,43,15,0,0,0,5,8,10,1064,55,3,0,0,0,0,0,0,0,59,55,0,0,0,0,0,0,0,0,54,228,11,14,0,0,0,0,0,0,249,53,17,0,0,0,0,0,0,0,75,29,3,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,3,669,23,0,0,0,0,0,3,0,694,6,0,0,0,0,0,0,0,3,9,988,57,18,0,0,0,3,5,9,1067,19,0,0,0,0,0,0,0,3,19,24,5,0,0,0,0,0,0,0,30,1135,61,19,0,0,0,5,8,10,1234
ILOC50600107,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,37
ILOC50600108,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25
ILOC50600109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26
ILOC50600110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,17
ILOC50600201,582,80,3,8,0,4,0,15,3,679,10,0,0,4,0,0,0,3,0,20,27,26,0,8,3,0,0,6,8,70,1038,109,3,97,10,18,0,123,11,1283,162,0,0,73,0,11,0,82,0,248,272,0,0,6,0,3,0,6,0,278,144,7,0,0,0,0,0,3,0,157,106,0,0,0,0,0,0,0,0,104,56,5,0,0,0,0,0,0,0,61,45,0,0,0,0,0,0,0,0,45,309,70,3,8,3,4,0,15,0,397,7,0,0,0,0,0,0,3,0,10,671,89,3,8,0,4,0,15,0,782,10,0,0,4,0,4,0,4,0,18,29,26,0,7,3,0,0,10,11,80,1146,115,3,94,10,23,0,126,16,1405
ILOC50600202,114,5,20,6,0,0,3,7,0,152,3,0,0,0,0,0,0,0,0,6,13,0,0,3,0,0,3,5,3,18,164,5,27,29,0,3,5,42,6,240,22,0,0,18,0,0,0,20,0,49,20,0,4,0,0,0,0,0,0,25,23,3,8,0,0,0,0,0,0,36,31,3,0,3,0,0,0,3,0,36,14,0,0,3,0,0,0,3,0,16,8,3,0,0,0,0,0,0,0,11,72,3,10,3,0,0,3,4,0,94,6,0,3,0,0,0,0,0,0,5,152,16,21,6,0,0,3,7,0,199,3,0,0,0,0,0,0,0,0,8,20,0,0,3,0,0,3,5,3,24,216,16,27,31,0,3,5,40,6,303
ILOC50600203,300,26,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,314,29,0,0,0,0,0,0,3,347,11,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,15,6,4,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,308,22,0,0,0,0,0,0,0,334,11,0,0,0,0,0,0,0,0,11,344,33,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,362,34,0,0,0,0,0,0,3,398
ILOC50600204,573,22,20,0,0,0,0,0,0,617,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,7,624,22,20,0,0,0,0,0,0,668,36,0,0,0,0,0,0,0,0,36,14,0,0,0,0,0,0,0,0,14,50,8,6,0,0,0,0,0,0,63,30,3,0,0,0,0,0,0,0,31,18,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,533,14,14,0,0,0,0,0,0,564,11,0,0,0,0,0,0,0,0,11,638,27,20,0,0,0,0,0,0,689,4,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,10,706,27,20,0,0,0,0,0,0,753
ILOC50600301,2739,326,160,11,3,9,0,24,13,3257,35,0,0,0,0,0,0,0,0,34,63,7,4,0,0,0,0,0,0,80,3657,393,176,48,3,13,0,57,17,4300,200,8,0,36,0,3,0,33,0,248,666,52,8,3,0,0,0,3,3,728,1095,181,112,0,3,0,0,3,0,1395,355,100,15,0,0,0,0,0,0,467,160,18,4,0,0,0,0,3,0,183,8,0,0,0,0,0,0,0,0,8,1422,99,37,12,0,4,0,16,10,1582,72,13,0,0,0,3,0,3,0,92,3112,408,166,15,3,9,0,24,13,3725,40,0,0,0,0,0,0,0,0,42,80,12,4,0,0,0,0,0,0,97,4103,487,179,46,3,13,0,65,17,4845
ILOC50600401,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,0,0,0,36
ILOC50600402,17,0,0,0,3,0,0,3,0,24,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,42,0,0,3,3,0,0,7,0,50,11,0,0,3,0,0,0,3,3,13,19,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,14,9,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,34,5,0,0,3,0,0,3,0,41,3,0,0,0,0,3,0,3,0,8,3,0,0,0,0,0,0,0,0,5,65,5,0,3,3,4,0,9,0,75
ILOC50600403,653,58,244,3,4,3,3,12,9,968,16,0,0,0,0,0,0,0,0,19,20,3,16,7,0,0,0,7,4,51,829,63,278,27,3,3,6,36,12,1222,76,6,5,13,0,0,0,15,0,98,96,3,7,0,0,0,0,0,0,108,210,19,109,0,0,0,0,0,0,342,44,19,9,0,0,0,0,0,0,71,41,0,5,0,0,0,0,3,0,54,3,0,5,0,0,0,0,0,0,14,384,35,125,0,4,3,0,3,4,554,23,0,3,0,0,0,0,0,0,33,708,70,264,3,4,3,3,12,9,1055,16,0,0,0,0,0,0,0,0,19,18,3,21,7,0,0,0,7,4,55,905,78,297,27,3,3,6,36,15,1337
ILOC50600404,1318,159,171,4,0,0,0,4,14,1660,7,0,3,0,0,0,0,0,0,14,41,3,3,5,0,0,0,5,3,56,1709,184,185,31,0,0,0,31,15,2123,134,10,8,17,0,0,0,17,0,169,274,17,3,0,0,0,0,0,0,298,640,79,96,0,0,0,0,0,3,824,384,25,11,0,0,0,0,0,7,423,57,5,5,0,0,0,0,0,0,72,14,0,0,0,0,0,0,0,0,15,648,96,83,4,0,0,0,4,10,838,24,4,5,0,0,0,0,0,0,29,1767,214,198,4,0,0,0,4,12,2197,11,0,3,0,0,0,0,0,0,20,79,9,4,3,0,0,0,5,3,100,2270,249,213,31,0,0,0,34,19,2785
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
ILOC50600501,184,16,0,6,0,0,0,7,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,227,13,0,11,0,0,0,16,3,262,17,0,0,9,0,0,0,9,4,28,26,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,12,23,0,3,0,0,0,0,0,0,22,184,16,0,5,0,0,0,7,3,210,3,0,0,0,0,0,0,0,0,3,250,16,4,8,0,0,0,8,3,276,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4,289,18,4,16,0,0,0,21,3,333
ILOC50600502,123,0,11,0,0,0,0,0,0,140,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,298,3,20,19,3,0,0,22,4,340,58,0,3,13,0,0,0,15,0,78,113,0,3,0,0,0,0,0,0,115,61,0,3,0,0,0,0,0,0,63,4,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,44,0,7,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,5,134,0,11,0,0,0,0,0,0,150,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,312,3,15,19,3,0,0,22,3,351
ILOC50600503,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,12,0,0,0,0,0,0,0,33
ILOC50600504,9,9,0,0,0,0,3,3,4,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,23,9,0,9,0,0,3,10,3,43,17,0,0,4,0,0,0,4,0,21,13,0,0,0,0,0,0,0,0,13,6,7,0,0,0,0,0,0,0,14,27,26,0,0,0,0,0,0,3,52,4,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,5,54,37,0,0,0,0,3,3,4,96,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,4,0,14,83,38,0,8,0,0,3,11,8,140
ILOC50600505,222,119,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,12,235,125,0,0,0,0,0,0,3,366,5,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,13,17,10,0,0,0,0,0,0,0,30,31,16,0,0,0,0,0,0,0,45,10,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,230,120,3,0,0,0,0,0,0,351,3,0,0,0,0,0,0,0,0,5,291,150,3,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,306,155,3,0,0,0,0,0,3,470
ILOC50700101,1713,523,31,5,0,0,6,13,20,2296,34,62,0,0,0,0,0,0,3,97,136,61,3,0,0,0,0,0,3,206,5354,899,38,24,3,0,13,34,46,6373,1978,205,3,20,0,0,0,17,10,2213,1571,50,3,0,0,0,0,6,14,1644,859,145,11,0,0,0,9,9,8,1024,307,164,0,0,0,0,0,0,4,473,528,76,3,0,0,0,0,0,0,612,43,120,13,0,0,0,0,0,0,175,63,23,0,5,0,0,0,5,5,102,37,15,0,0,0,0,0,0,0,51,1837,537,31,5,0,0,6,13,16,2441,31,62,0,0,0,0,0,0,3,99,150,65,3,0,0,0,0,0,3,222,5564,919,41,24,3,0,13,34,49,6611
