ILOC_CODE_2016,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC50701001,0,5,0,5,3,37,0,33,0,11,0,11,0,5,0,5,0,5,3,10,0,7,4,18,0,12,3,15,0,10,0,6,0,4,0,3,4,97,16,118,0,13,0,12,0,28,0,31,0,13,0,13,0,5,0,5,0,12,0,11,0,13,0,15,0,17,0,17,0,7,0,7,3,9,0,9,7,108,4,122,0,19,0,14,4,67,0,68,0,21,0,21,0,9,0,9,0,20,4,22,3,23,4,31,0,25,3,34,0,13,0,16,3,10,0,12,12,211,12,238
ILOC50701002,0,22,0,24,0,39,0,43,0,27,0,29,0,12,0,12,0,11,0,11,0,17,3,16,0,8,0,10,0,8,3,14,0,3,0,3,4,144,7,153,0,13,0,13,0,38,0,38,0,17,0,17,0,11,0,11,0,14,0,14,0,22,0,23,0,21,3,22,3,7,0,10,3,7,0,11,4,144,4,153,0,31,0,38,0,77,0,79,0,46,0,43,0,21,0,21,0,20,0,20,0,32,5,41,0,28,3,33,3,17,3,17,3,10,0,14,9,288,13,302
ILOC50701101,0,23,0,23,0,37,0,41,0,26,0,31,0,7,0,10,3,11,0,17,0,13,0,17,0,10,0,13,0,8,0,8,0,10,0,10,12,150,3,158,0,11,0,11,0,47,0,45,0,23,0,23,0,12,0,11,0,18,0,20,0,15,0,15,0,15,0,18,0,12,0,8,0,6,0,6,6,156,3,163,0,32,0,32,3,86,0,87,0,50,0,53,0,13,0,20,3,30,0,36,0,26,0,29,0,27,3,32,0,17,0,21,0,14,0,15,17,304,4,321
ILOC50701102,0,10,0,14,0,22,3,24,0,15,0,18,0,20,0,20,0,9,0,7,0,10,0,13,0,8,0,14,0,12,0,10,3,3,0,5,7,114,6,129,0,14,0,11,0,27,6,31,0,12,0,11,0,11,0,9,0,11,3,19,0,15,0,16,0,9,0,13,3,9,0,14,3,11,0,10,10,114,11,133,0,26,3,23,3,47,5,56,0,24,4,30,0,29,0,25,0,21,3,22,0,28,0,28,4,16,0,24,3,22,0,29,8,12,0,23,14,225,22,260
ILOC50701201,0,3,0,3,3,12,0,13,0,3,0,3,0,4,0,4,0,6,0,6,0,5,0,12,0,8,0,10,0,8,0,8,0,0,0,0,3,50,0,56,0,3,0,3,0,7,0,8,0,6,0,6,0,0,0,0,0,7,0,8,0,3,0,3,0,8,0,10,0,3,0,4,3,0,0,6,4,37,3,45,0,11,0,11,4,13,0,19,0,10,0,10,0,4,0,4,0,10,0,12,0,12,0,13,0,17,0,16,0,8,0,12,3,3,0,3,7,88,3,95
ILOC50701202,3,11,0,10,0,40,3,43,0,12,0,16,0,10,0,10,0,15,0,10,0,11,0,8,0,7,0,7,0,11,0,7,3,3,0,6,7,107,4,123,0,14,0,14,0,33,0,39,0,12,0,13,0,6,0,6,0,18,0,18,0,14,0,14,0,12,0,12,0,8,0,11,3,3,0,6,9,127,0,134,4,25,0,27,0,78,3,79,0,27,0,27,0,14,0,14,0,33,0,32,0,20,0,24,0,20,0,20,3,16,0,19,7,4,0,8,11,234,4,253
ILOC50701203,0,4,0,4,0,13,0,13,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,5,0,7,0,7,4,0,0,5,0,3,0,3,6,49,0,55,0,0,0,0,0,13,0,12,0,9,0,9,0,3,0,4,0,7,0,7,0,7,0,7,0,3,0,3,0,3,0,3,6,0,0,6,3,41,0,49,0,5,0,5,0,29,0,29,0,13,0,13,0,4,0,4,0,6,0,6,0,16,0,16,0,6,0,6,4,4,0,6,5,3,0,9,7,93,0,101
ILOC50701301,0,12,0,12,0,40,4,41,0,19,3,17,0,12,0,12,0,7,3,12,0,12,0,12,0,12,0,12,0,16,3,14,0,7,0,10,0,138,11,151,0,12,0,12,0,49,0,52,0,13,0,12,0,12,0,13,0,20,0,15,0,18,0,15,0,23,0,25,4,5,3,10,3,6,0,14,11,146,7,168,0,23,0,23,0,90,3,93,3,28,3,29,0,25,0,26,0,27,4,33,0,28,0,30,0,33,0,33,4,19,7,27,3,17,3,24,15,290,19,317
ILOC50701302,0,20,3,21,0,54,12,71,0,13,0,13,0,16,0,12,0,21,0,18,0,18,3,26,0,10,0,11,5,16,0,20,3,19,0,18,16,179,21,215,0,19,7,23,3,44,8,55,0,27,0,27,0,9,0,9,4,22,3,30,0,15,0,23,3,21,4,29,0,23,0,29,5,8,0,20,19,179,23,227,0,31,7,42,3,97,21,119,0,40,3,39,0,18,3,19,3,43,4,52,3,39,3,42,6,28,4,39,9,40,0,49,12,25,0,34,36,356,44,441
ILOC50701401,0,42,3,44,3,55,3,58,0,28,0,27,0,22,0,19,3,24,0,31,3,19,0,23,4,21,0,30,0,17,0,21,3,4,0,5,17,230,8,254,0,23,8,29,0,73,0,70,0,13,0,16,0,19,0,22,3,28,0,29,4,28,0,29,0,33,0,35,3,22,0,26,8,6,3,18,22,251,11,277,3,67,10,73,5,120,3,132,0,40,0,48,0,38,0,41,4,48,0,56,3,49,0,50,5,54,0,60,7,37,0,43,9,13,3,23,39,477,18,531
ILOC50701501,0,12,0,8,4,30,3,38,0,4,0,4,0,4,0,4,0,7,0,7,0,9,0,9,3,12,0,17,0,9,0,8,0,0,0,0,9,91,0,102,0,7,0,7,0,16,0,20,3,10,0,11,0,9,0,9,0,17,0,17,0,6,0,6,0,10,0,10,3,4,0,10,0,0,0,0,4,78,6,88,0,17,0,20,5,48,3,52,3,14,0,16,0,14,0,14,0,25,0,27,0,20,0,20,3,23,0,21,3,18,0,19,0,3,0,3,17,170,6,195
ILOC50701502,0,0,0,5,0,10,0,12,0,3,0,3,0,0,0,3,0,5,0,4,0,5,0,5,0,7,0,7,0,8,0,9,3,8,0,8,12,42,0,49,0,0,0,0,0,18,0,18,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,8,0,7,0,3,0,9,0,8,0,8,5,46,0,55,0,3,0,6,0,26,0,30,0,7,0,9,0,5,0,6,0,5,0,4,0,7,0,12,3,14,0,16,0,9,0,15,3,11,0,14,10,88,0,101
ILOC50701503,3,43,0,45,4,68,3,77,4,33,4,33,0,25,0,27,0,30,0,34,0,33,3,31,0,24,0,21,3,17,0,23,0,3,0,3,16,270,10,300,0,38,0,38,7,89,0,98,0,31,0,29,0,37,0,39,3,47,0,50,0,36,0,41,3,31,0,34,0,20,0,18,0,6,0,7,15,330,4,350,3,81,0,87,11,159,3,176,7,60,0,67,6,60,0,64,3,75,0,80,0,69,3,76,0,57,0,60,3,36,0,38,0,4,0,8,33,605,10,654
ILOC50701504,0,20,0,20,3,43,0,49,0,18,0,18,0,10,0,18,0,20,0,24,0,13,0,13,4,20,0,26,0,14,0,19,0,4,0,7,11,169,6,184,0,21,0,24,0,41,0,41,0,15,0,17,0,16,0,13,0,20,0,20,0,17,0,14,3,12,0,16,3,6,0,14,3,3,0,7,11,150,8,167,0,42,0,41,3,89,0,87,0,31,0,36,0,28,0,26,0,38,0,44,0,28,0,29,10,32,3,42,3,21,0,29,3,6,0,10,19,316,7,351
ILOC50701505,0,3,0,6,0,4,0,7,0,6,0,6,0,9,0,9,0,7,0,7,0,0,0,0,0,9,0,14,0,3,0,3,0,4,0,3,0,47,0,54,0,8,0,8,0,15,0,15,0,3,0,3,0,3,0,3,0,5,0,5,0,3,0,5,0,8,0,8,0,6,0,6,0,0,0,0,0,53,0,52,0,10,0,11,0,22,0,18,0,10,0,10,0,8,0,8,0,11,0,11,0,4,0,8,0,16,0,18,0,13,0,13,0,3,0,6,4,101,0,102
ILOC50800101,0,57,3,59,3,116,14,130,0,49,9,54,3,28,10,39,4,62,8,66,0,43,0,48,9,48,3,61,5,27,3,38,7,17,0,31,35,435,54,524,0,41,3,46,0,106,12,113,3,29,11,44,0,45,9,51,0,92,10,98,3,69,3,69,9,70,8,83,8,43,3,50,25,30,3,51,42,520,60,616,0,101,10,107,3,220,24,249,3,77,19,99,3,69,11,83,4,146,15,164,3,108,7,121,16,112,18,146,14,68,9,89,33,47,3,81,77,952,112,1138
ILOC50800102,0,4,0,4,0,7,0,7,0,4,0,4,0,0,0,0,0,12,0,12,0,15,0,15,0,4,0,4,0,8,0,8,0,3,0,0,0,63,0,67,0,0,0,0,0,13,0,13,0,3,0,3,0,7,0,7,0,7,0,7,0,10,0,10,0,10,0,12,0,6,0,6,0,3,0,3,3,60,0,62,0,9,0,9,0,22,0,22,0,8,0,8,0,11,0,11,0,18,0,18,0,25,0,25,0,13,0,19,0,14,0,14,0,3,0,4,4,122,0,125
ILOC50800103,0,10,5,20,0,24,0,24,0,17,0,17,0,14,0,14,0,23,0,24,0,20,3,24,3,12,0,15,3,6,0,10,0,4,0,4,5,130,11,147,0,18,3,22,0,38,0,38,0,17,0,17,0,9,0,9,0,25,3,30,0,13,5,22,0,8,0,8,3,11,0,15,0,0,0,3,5,147,15,164,0,26,6,34,0,63,0,63,0,33,0,33,0,22,0,22,0,56,7,55,0,37,8,46,3,27,0,31,6,13,0,22,3,4,0,6,13,271,26,306
ILOC50800201,0,15,0,16,0,15,0,22,0,7,0,7,0,3,0,3,0,11,0,11,0,0,0,0,0,9,0,8,0,9,0,5,0,0,0,0,3,65,3,68,0,11,0,8,0,9,0,13,0,6,0,6,0,3,0,7,0,11,0,11,0,9,0,13,0,16,0,18,0,3,0,6,0,3,0,9,3,81,7,89,0,20,0,20,0,30,3,36,0,14,0,14,0,11,0,14,0,20,0,20,0,9,0,13,0,21,0,27,0,9,0,11,0,3,0,7,3,147,7,161
ILOC50800202,0,6,0,6,0,3,0,3,0,6,0,6,0,3,0,3,0,4,0,4,0,4,0,4,0,3,0,3,0,0,0,4,0,0,0,0,0,32,0,32,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,3,0,5,0,0,0,0,0,24,0,26,0,8,0,8,0,5,0,5,0,3,0,3,0,3,0,3,0,4,0,4,0,9,0,9,0,3,0,3,0,5,0,10,0,4,0,3,0,57,0,61
ILOC50800203,0,12,3,11,0,26,0,27,0,14,0,14,0,8,0,8,0,37,3,34,0,24,0,24,0,10,4,16,0,9,0,15,4,8,0,7,6,154,8,170,0,17,3,15,0,29,0,29,0,17,0,17,0,5,0,11,0,25,0,25,0,23,0,25,0,13,3,17,3,15,0,13,3,3,0,11,13,143,6,163,0,27,6,31,0,55,0,56,0,31,0,28,0,15,0,17,0,61,3,62,0,41,0,45,0,26,5,37,3,20,0,29,7,7,0,22,17,295,12,324
ILOC50800204,0,11,0,11,0,10,0,10,0,9,0,9,0,6,0,12,0,15,0,15,0,10,0,7,0,18,0,18,0,6,0,10,0,6,0,6,4,84,0,90,0,5,0,5,0,8,0,6,0,11,0,11,0,5,0,5,0,9,0,9,0,16,0,16,0,16,0,20,0,10,0,9,3,4,0,10,4,82,3,88,0,18,0,18,0,15,0,16,0,19,0,15,0,19,0,14,0,16,0,16,0,23,0,21,0,35,0,35,0,19,0,17,3,11,0,13,7,166,4,175
ILOC50800205,0,22,0,22,3,28,3,31,0,22,0,27,0,11,0,11,0,34,0,34,0,22,0,22,0,13,0,17,0,10,0,10,7,3,0,5,12,159,3,175,0,35,0,33,0,48,3,50,0,12,0,12,0,21,0,25,0,35,0,42,3,19,3,25,0,18,0,18,0,6,0,6,3,3,0,3,8,190,7,211,0,52,0,56,3,76,6,86,0,39,0,40,0,30,0,35,0,67,0,70,3,39,3,46,0,29,0,28,0,19,0,19,10,5,0,12,18,352,11,382
ILOC50800301,0,10,9,22,0,35,10,39,0,23,0,23,0,14,0,14,0,23,0,22,0,13,3,15,0,9,0,11,0,9,0,7,0,4,0,4,3,140,19,160,0,12,3,15,0,37,0,38,0,9,0,9,0,19,0,19,0,26,4,34,0,18,0,20,3,17,0,15,0,4,0,3,0,6,0,6,3,144,12,161,0,28,15,40,0,75,9,77,0,31,0,31,0,25,0,30,0,51,8,57,0,35,3,34,3,26,0,29,3,12,0,14,0,7,0,7,9,287,32,319
ILOC50800302,0,4,0,4,0,6,0,6,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,22,0,22,0,3,0,3,0,10,0,10,0,3,0,3,0,9,0,9,0,7,0,7,0,6,0,9,0,6,0,6,0,3,0,3,0,0,0,0,0,44,0,49
ILOC50800303,0,7,0,5,0,19,0,19,0,8,0,5,0,5,0,5,0,12,0,12,0,13,0,13,0,9,0,9,0,3,0,3,0,3,0,6,3,74,0,75,0,4,0,5,0,21,0,21,0,3,0,3,0,3,0,3,0,15,0,15,0,13,0,13,0,11,0,11,0,7,0,10,0,0,0,0,0,76,0,74,0,5,0,8,0,43,0,43,0,9,0,8,0,9,0,9,0,24,0,24,0,23,0,23,0,22,0,22,0,10,0,14,0,3,0,6,3,144,0,151
ILOC50800304,0,3,0,3,0,3,0,3,0,6,0,6,0,0,0,0,0,7,0,7,0,8,0,8,0,4,0,4,0,3,0,3,0,0,0,0,0,29,0,29,0,0,0,0,0,5,0,5,0,4,0,4,0,3,0,3,0,8,0,8,0,5,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,31,0,30,0,6,0,6,0,7,0,7,0,5,0,5,0,3,0,3,0,9,0,9,0,14,0,14,0,10,0,10,0,3,0,3,0,0,0,0,0,58,0,60
ILOC50800305,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,3,0,0,0,0,0,4,0,4,0,25,0,21,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,3,0,3,0,14,0,17,0,0,0,0,0,4,0,4,0,8,0,8,0,8,0,5,0,3,0,3,0,0,0,0,0,4,0,4,0,41,3,44
ILOC50800306,0,9,0,9,0,11,0,18,0,7,0,7,0,7,0,7,0,11,0,11,0,10,0,10,3,3,0,3,0,7,0,7,3,3,0,4,3,68,0,73,0,6,0,6,0,23,3,28,0,9,0,9,0,5,0,5,0,9,0,9,0,7,0,7,0,6,0,6,0,7,0,7,0,0,0,0,0,82,3,83,0,15,0,15,0,40,3,43,0,14,0,14,0,12,0,12,0,22,0,22,0,18,0,18,3,10,0,13,0,12,0,12,3,3,0,5,5,145,3,155
ILOC50800307,0,18,0,18,0,14,0,15,0,4,0,10,0,11,0,11,3,15,4,24,0,15,0,18,0,14,0,13,0,0,0,0,3,0,0,3,6,90,11,111,0,15,0,15,0,19,3,24,0,12,0,12,0,13,0,13,0,18,3,20,0,12,3,16,0,8,0,6,0,3,4,10,5,3,0,9,11,97,14,118,0,30,0,28,0,33,3,36,0,19,0,17,0,24,0,24,6,31,7,43,0,26,3,34,3,22,0,22,0,5,4,7,10,3,3,12,13,191,23,226
ILOC50800308,0,7,0,7,0,18,0,23,0,9,4,16,0,3,0,3,0,5,0,5,0,14,0,14,0,6,0,6,0,3,0,3,0,0,0,0,0,66,4,70,0,6,0,6,0,17,0,17,0,5,0,5,0,4,0,4,0,11,0,12,0,5,0,5,0,3,0,3,0,4,0,3,0,0,0,0,0,56,0,57,0,11,0,11,0,37,0,35,0,14,4,16,0,6,0,6,0,19,0,18,0,17,0,17,0,11,0,11,0,4,0,7,0,0,0,0,0,121,3,131
ILOC50800401,0,8,0,8,0,7,0,10,0,4,0,4,0,5,0,5,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,44,5,49,0,0,3,4,0,5,0,5,0,0,0,0,0,8,0,8,0,8,0,8,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,32,3,36,0,11,3,10,0,14,0,19,0,4,0,4,0,9,0,9,0,24,0,24,0,5,0,5,0,3,0,3,0,3,0,4,0,3,0,0,0,70,4,80
ILOC50800402,0,10,0,8,0,6,0,10,0,7,0,7,0,7,0,7,0,7,0,7,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,36,3,41,0,3,0,3,0,12,0,8,0,3,0,3,0,3,0,3,0,4,0,4,0,10,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,35,3,38,0,10,3,15,0,16,0,17,0,5,0,5,0,8,0,8,0,7,0,7,0,11,0,11,0,5,0,10,0,0,0,0,0,0,0,0,0,71,3,75
ILOC50800403,0,34,0,34,0,56,0,56,0,14,0,19,0,24,0,24,0,46,0,53,0,31,0,31,0,21,0,17,0,13,0,14,0,3,0,5,8,245,0,250,0,33,0,37,0,42,0,42,0,25,0,25,0,23,0,23,0,45,0,46,0,30,0,30,0,23,0,23,4,18,0,20,3,9,0,13,13,254,0,270,0,72,0,68,0,95,0,102,0,45,0,47,0,50,0,50,3,93,0,98,0,60,0,60,0,42,0,45,5,26,0,30,5,16,0,23,14,502,0,518
ILOC50800404,0,17,0,17,0,28,0,28,0,8,3,7,0,12,24,34,0,14,54,70,0,12,50,56,0,21,13,29,0,3,0,3,0,0,0,4,0,106,144,246,0,4,0,4,0,15,0,16,0,3,0,3,0,9,3,15,0,11,6,20,0,10,9,19,0,12,6,20,3,3,0,3,4,3,0,3,4,78,21,109,0,21,0,21,0,41,0,41,0,7,3,11,0,20,24,51,0,30,57,86,0,22,54,78,0,32,21,52,3,7,0,13,7,3,0,4,7,186,164,354
ILOC50800405,0,12,0,12,0,17,0,17,0,3,0,3,0,5,0,5,0,9,0,9,0,9,0,9,0,5,0,5,0,4,0,7,0,0,0,0,0,63,0,58,0,9,0,9,0,17,0,17,0,5,0,5,0,4,0,5,0,7,0,9,0,12,0,12,0,7,0,9,0,3,0,3,0,0,0,0,3,69,0,67,0,23,0,23,0,38,0,38,0,12,0,12,0,10,0,9,0,21,0,22,0,21,0,21,0,10,0,9,0,7,0,8,0,0,0,0,6,127,0,131
ILOC59499494,0,8,0,8,0,19,0,19,0,10,3,13,0,18,4,20,0,34,35,71,0,28,59,82,0,26,53,75,3,22,16,39,3,3,4,11,6,162,175,341,0,14,4,18,0,20,0,23,0,5,3,14,0,12,12,27,0,18,33,48,0,8,39,52,0,18,29,46,3,10,5,14,0,0,3,9,8,102,134,247,0,24,4,27,0,35,0,35,0,13,13,29,0,30,11,44,0,49,65,119,0,34,97,136,3,40,84,128,7,33,19,56,3,7,6,15,12,267,308,587
ILOC59799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,10
ILOC60100101,0,78,4,86,23,169,7,200,5,62,7,70,0,52,0,52,8,76,3,88,6,75,3,86,16,62,0,72,14,43,0,52,14,36,0,50,85,650,27,757,0,92,3,91,14,165,11,187,4,65,0,69,0,58,3,68,7,108,5,121,7,85,0,101,17,78,0,97,11,58,0,73,15,44,5,64,82,753,27,863,0,166,7,179,32,338,18,388,13,123,3,143,3,111,3,120,12,184,5,207,20,164,3,181,32,137,0,168,24,98,0,123,29,78,7,116,161,1405,56,1616
ILOC60100102,0,49,3,51,10,135,8,150,3,72,0,73,5,40,3,41,3,60,0,63,3,52,0,56,3,65,3,73,8,57,3,71,7,40,0,49,50,559,19,628,0,47,7,54,8,127,0,130,0,54,0,58,5,45,0,50,3,76,0,76,0,58,3,67,4,78,3,88,8,52,3,60,8,47,0,54,42,590,13,644,0,96,8,109,19,255,8,281,3,128,0,133,8,86,3,97,8,136,3,141,7,113,5,123,10,138,9,156,19,109,5,127,19,87,0,108,90,1144,38,1272
ILOC60100103,0,8,0,8,0,27,0,27,0,14,0,14,0,3,0,9,0,11,0,8,0,7,0,8,0,6,0,5,0,7,0,7,0,3,0,8,3,87,0,94,0,5,0,10,0,29,0,28,0,6,0,4,0,3,0,3,0,9,0,6,0,12,0,15,3,9,0,9,0,13,0,8,0,5,0,4,8,85,4,97,0,14,0,14,0,54,0,50,0,20,0,16,0,11,0,13,0,16,0,19,0,25,0,27,3,17,0,17,0,21,0,20,0,10,0,8,12,174,7,188
ILOC60100201,0,0,0,3,4,13,0,18,0,5,0,5,0,0,0,0,0,3,0,3,0,5,0,6,0,3,0,3,0,3,0,8,0,3,0,3,14,37,0,44,0,0,0,0,0,11,0,11,0,7,0,7,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,3,0,3,0,3,3,42,0,45,0,3,0,4,4,23,0,30,0,7,0,7,0,3,0,5,0,11,0,11,3,9,0,10,0,7,0,11,4,7,0,10,0,6,0,6,15,72,0,90
ILOC60100202,0,0,0,0,7,10,0,13,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,3,3,0,0,3,3,3,0,3,0,4,0,4,10,26,0,36,0,8,0,8,0,15,0,15,0,5,0,3,0,3,0,3,0,6,0,6,0,5,0,6,6,3,0,9,0,3,0,3,0,6,0,5,5,54,0,62,0,5,0,5,7,26,0,34,3,5,0,9,0,3,0,3,0,7,0,7,0,8,0,10,10,3,0,9,3,10,0,13,0,9,0,15,21,85,0,99
ILOC60100203,0,26,0,34,4,44,0,56,4,25,0,30,0,14,0,19,0,16,3,24,0,16,0,20,4,22,0,27,6,15,0,23,3,9,0,10,24,193,10,226,0,24,0,24,0,54,3,58,0,19,0,16,3,16,0,20,0,40,3,46,3,22,0,24,3,23,0,27,3,22,0,26,0,8,0,13,17,228,4,255,0,53,3,53,7,105,3,113,4,44,3,46,3,35,0,39,5,62,4,65,5,34,0,39,5,46,0,53,6,39,0,51,6,17,0,22,42,424,13,486
ILOC60100204,0,22,0,20,3,16,0,19,0,6,0,6,0,7,0,7,0,17,0,17,0,7,0,7,0,9,0,9,3,3,0,10,0,10,0,11,3,96,7,103,0,11,0,11,0,27,0,25,0,11,0,11,0,11,0,11,0,19,0,20,0,12,0,12,0,12,0,14,0,9,0,9,0,3,0,7,4,110,0,113,0,35,0,33,3,38,0,45,0,19,0,19,0,14,0,14,0,30,0,33,0,22,0,22,0,22,3,25,3,13,0,15,0,13,0,17,9,206,5,223
ILOC60100205,0,14,0,14,0,21,4,24,3,22,0,20,0,6,0,6,4,21,0,26,0,15,0,12,0,17,0,16,3,9,0,12,5,8,0,15,19,134,11,163,0,14,3,22,3,31,4,37,0,16,0,17,0,12,0,12,0,19,0,20,3,21,3,26,7,15,0,19,4,14,0,16,0,6,0,6,9,147,11,169,0,32,3,36,3,59,10,64,3,30,0,37,0,21,0,23,4,40,5,47,3,29,3,36,4,30,0,36,6,26,0,30,5,18,0,20,26,283,22,335
ILOC60100301,3,94,3,104,18,182,4,206,7,68,0,79,11,57,0,71,5,75,3,80,12,67,0,75,12,37,0,56,15,45,0,64,10,21,0,29,94,645,12,757,0,98,4,104,10,170,3,187,3,62,3,72,0,82,0,83,4,110,3,111,6,75,6,89,10,60,0,69,18,39,3,59,9,11,0,24,66,697,31,794,4,193,10,206,31,354,5,387,16,127,3,146,8,138,3,159,10,178,5,195,21,140,6,165,22,101,4,125,29,79,3,114,17,35,0,56,157,1350,44,1544
ILOC60100302,4,87,0,95,16,191,6,214,18,102,0,119,0,70,17,84,14,112,31,164,3,72,19,97,11,88,3,101,7,52,9,70,10,32,0,47,90,803,92,988,0,79,0,81,17,195,3,212,0,79,0,86,0,64,4,73,10,126,5,139,8,100,3,114,11,95,5,111,17,62,3,81,15,33,3,51,83,843,24,955,4,166,0,171,29,386,8,433,17,175,3,198,3,135,18,158,25,241,39,304,13,169,25,210,26,176,8,217,20,118,10,148,28,66,3,97,171,1648,115,1937
ILOC60100303,3,118,0,121,20,228,3,249,6,86,0,91,10,94,3,111,7,135,3,146,6,89,8,95,17,89,3,113,11,60,5,80,17,49,3,67,97,948,28,1072,0,107,0,108,16,259,0,269,6,116,3,119,4,78,4,85,10,181,9,194,16,106,0,118,21,89,3,110,13,71,3,83,26,40,6,71,96,1051,29,1179,6,227,0,236,31,485,3,516,9,202,0,213,12,172,7,194,17,320,11,340,22,192,8,214,40,185,5,225,25,131,10,163,37,89,9,138,194,1999,59,2250
