ILOC_CODE_2016,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
ILOC50800302,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,18,0,18,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,17,0,17,0,3,0,3,0,9,0,9,0,7,0,7,0,9,0,9,0,6,0,6,0,3,0,3,0,0,0,0,0,33,0,33
ILOC50800303,0,3,0,5,0,0,0,5,3,8,0,12,0,10,0,13,3,3,3,9,3,4,0,3,0,4,0,6,17,36,3,52,0,0,0,3,0,0,0,3,7,9,0,15,0,6,0,13,3,5,3,11,4,7,0,10,0,0,0,0,13,32,8,47,3,5,4,8,3,8,0,9,9,20,0,24,3,16,0,23,8,7,5,22,3,7,0,14,0,4,3,6,29,70,12,106
ILOC50800304,0,6,0,6,0,0,0,0,0,7,0,7,0,3,0,8,0,4,0,4,0,0,0,3,0,0,0,0,0,16,0,24,0,4,0,4,0,3,0,3,0,8,0,8,0,8,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,22,0,21,0,5,0,5,0,0,0,3,0,9,0,9,0,9,3,14,0,10,0,10,3,0,0,3,0,0,0,0,3,36,4,42
ILOC50800305,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,0,4,0,4,0,11,0,11,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,4,0,4,0,8,0,8,0,5,0,5,0,3,0,3,0,0,0,0,0,4,0,4,0,24,0,24
ILOC50800306,0,3,4,7,0,6,0,7,8,7,0,11,0,9,0,10,0,3,0,3,5,0,0,7,0,4,0,4,13,28,8,48,0,5,0,9,3,3,0,5,4,3,0,9,3,4,0,7,8,3,0,6,3,4,0,7,0,0,0,0,18,27,3,53,3,11,3,14,3,9,0,12,13,11,0,22,5,9,0,18,6,3,0,13,3,3,0,12,0,4,0,5,33,58,9,101
ILOC50800307,0,7,3,10,0,7,3,11,0,22,0,24,3,13,7,18,3,12,3,13,0,0,0,0,0,3,0,3,8,55,17,76,0,5,3,12,0,13,4,13,5,17,0,20,0,8,5,16,0,6,0,6,6,3,0,10,0,6,0,9,12,58,13,85,0,10,8,17,3,18,3,24,4,30,0,43,6,16,12,34,3,17,3,22,6,4,0,7,0,8,0,12,23,109,29,157
ILOC50800308,0,8,3,16,0,3,0,3,0,5,0,5,0,12,0,14,0,6,0,6,0,3,0,3,0,0,0,0,0,38,5,42,0,4,0,5,0,4,0,4,0,11,0,12,0,4,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,27,9,38,0,6,7,16,0,6,0,6,0,19,0,18,0,18,3,17,0,11,0,11,0,7,0,7,0,0,0,0,0,64,15,80
ILOC50800401,0,0,4,4,4,3,0,5,10,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,4,34,0,0,0,0,3,4,0,8,3,9,0,8,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,11,13,0,19,0,0,4,4,3,6,0,9,11,8,0,24,0,3,0,5,0,3,0,3,4,0,0,4,0,0,0,0,25,26,4,55
ILOC50800402,0,3,0,7,0,7,0,7,0,7,0,7,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,16,0,21,0,3,0,3,0,3,0,3,0,6,0,4,0,4,0,10,0,3,3,4,0,0,0,0,0,0,0,0,0,19,7,27,0,6,0,5,0,8,0,8,0,9,0,7,0,8,0,11,0,4,3,10,0,0,0,0,0,0,0,0,0,34,9,45
ILOC50800403,3,11,4,19,3,18,0,24,16,31,0,53,8,21,5,31,3,16,0,17,4,5,0,14,4,3,0,5,37,117,8,161,8,11,3,25,6,22,3,23,15,31,0,46,6,19,0,30,7,20,0,23,5,11,0,20,0,13,0,13,44,133,7,191,12,26,10,47,8,39,3,50,31,62,0,98,14,43,6,60,8,33,0,45,8,18,0,30,4,18,0,23,89,246,19,349
ILOC50800404,0,7,3,7,0,9,24,34,3,9,54,70,0,5,50,56,5,16,13,29,0,3,0,3,0,4,0,4,15,48,143,210,0,5,0,3,3,8,3,15,3,12,4,20,0,9,5,19,3,12,6,20,0,3,0,3,0,5,0,3,11,49,23,86,0,8,3,11,4,17,24,51,7,22,60,86,6,19,52,78,8,21,22,52,3,4,0,13,0,3,0,4,27,101,160,291
ILOC50800405,3,0,0,3,0,3,0,5,0,8,0,9,3,4,0,9,0,0,0,5,3,3,0,7,0,0,0,0,12,22,0,33,0,5,0,5,3,3,0,5,7,5,0,9,3,4,0,12,3,5,0,9,0,3,0,3,0,0,0,0,14,26,0,43,3,5,0,12,3,4,0,9,5,14,0,22,10,13,0,21,4,5,0,9,3,3,0,8,0,0,0,0,28,48,0,73
ILOC59499494,0,6,3,13,4,16,4,20,0,28,34,71,0,25,61,82,3,25,53,75,3,26,15,39,0,3,4,11,10,121,178,312,0,3,3,14,3,15,7,27,3,16,33,48,0,9,42,52,0,11,30,46,3,8,5,14,0,3,3,9,10,64,133,207,3,16,13,29,3,27,15,44,6,45,69,119,3,28,102,136,3,40,83,128,3,34,23,56,4,3,9,15,23,192,309,524
ILOC59799797,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10
ILOC60100101,8,62,4,70,5,46,0,52,8,72,3,88,10,73,4,86,15,59,0,72,8,40,3,52,6,35,3,50,64,394,23,475,6,53,4,69,3,60,0,68,27,92,3,121,25,66,3,101,24,68,3,97,13,51,3,73,14,50,7,64,123,441,23,583,14,119,8,143,5,109,3,120,35,163,5,207,37,142,4,181,44,128,3,168,19,97,4,123,21,79,13,116,184,830,41,1054
ILOC60100102,0,66,4,73,3,41,0,41,9,58,3,63,9,52,3,56,3,59,0,73,4,57,5,71,7,39,3,49,35,372,17,433,3,46,7,58,7,44,0,50,12,61,0,76,10,51,0,67,22,65,4,88,11,46,0,60,6,48,6,54,75,365,14,459,4,118,10,133,10,82,0,97,17,119,3,141,18,101,3,123,30,128,7,156,19,104,3,127,10,84,8,108,115,739,34,885
ILOC60100103,0,14,0,14,0,7,0,9,0,11,0,8,0,12,0,8,0,6,0,5,0,7,0,7,0,3,0,8,4,56,3,64,3,3,0,4,0,3,0,3,3,8,0,6,0,16,0,15,3,12,0,9,0,10,0,8,0,3,0,4,16,49,3,64,3,13,0,16,0,12,0,13,3,10,0,19,3,24,0,27,3,15,0,17,0,15,3,20,0,7,0,8,18,100,3,127
ILOC60100201,0,5,0,5,0,0,0,0,0,0,0,3,0,5,0,6,0,3,3,3,0,3,0,8,0,3,0,3,3,17,5,28,0,3,0,7,0,4,0,3,0,3,0,4,0,0,0,4,0,3,0,4,0,3,0,3,0,3,0,3,9,23,0,29,0,5,0,7,0,3,0,5,4,3,0,11,0,6,0,10,0,6,3,11,0,5,0,10,0,6,0,6,13,35,5,57
ILOC60100202,0,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,16,7,20,0,3,0,3,0,3,0,3,3,3,0,6,0,6,0,6,3,5,0,9,0,8,0,3,0,3,3,5,5,37,3,41,0,9,0,9,0,3,0,3,3,3,3,7,0,10,0,10,3,6,0,9,0,9,0,13,4,11,3,15,5,51,3,64
ILOC60100203,0,23,3,30,0,11,0,19,3,19,4,24,3,14,0,20,4,19,0,27,5,20,0,23,0,10,0,10,11,119,15,141,4,16,3,16,5,16,0,20,6,33,0,46,0,15,3,24,6,23,0,27,8,18,0,26,3,8,0,13,37,122,9,171,4,36,4,46,5,31,0,39,9,51,3,65,4,30,4,39,8,42,0,53,14,36,5,51,3,15,5,22,51,247,21,312
ILOC60100204,0,4,0,6,0,11,0,7,0,17,0,17,0,8,0,7,3,4,0,9,0,5,3,10,0,11,0,11,8,55,6,69,0,8,0,11,0,11,0,11,3,13,0,20,3,13,0,12,0,14,0,14,3,5,0,9,0,3,0,7,9,66,7,75,0,14,0,19,0,14,0,14,3,33,0,33,4,17,0,22,5,17,0,25,3,7,3,15,0,10,3,17,13,122,7,145
ILOC60100205,3,15,0,20,3,4,0,6,3,24,3,26,3,12,0,12,0,11,0,16,0,11,0,12,0,9,4,15,17,91,14,121,0,11,0,17,0,6,3,12,4,14,0,20,3,19,4,26,9,11,3,19,4,17,0,16,3,3,0,6,22,75,8,114,3,25,4,37,3,15,3,23,7,32,3,47,7,24,4,36,10,22,3,36,6,28,3,30,9,11,5,20,41,168,20,229
ILOC60100301,3,66,7,79,11,59,7,71,3,68,8,80,21,55,0,75,11,42,0,56,13,48,0,64,6,23,3,29,57,364,25,447,0,64,7,72,10,70,3,83,20,87,4,111,20,60,3,89,23,47,0,69,15,36,6,59,3,17,10,24,96,372,37,506,6,129,17,146,21,128,7,159,23,157,15,195,39,114,4,165,32,91,3,125,27,81,11,114,7,34,9,56,156,738,56,949
ILOC60100302,0,102,10,119,0,64,21,84,15,115,33,164,10,59,20,97,9,89,9,101,11,53,5,70,8,37,0,47,61,519,94,681,12,66,6,86,3,66,0,73,20,112,10,139,23,89,3,114,24,80,5,111,19,57,7,81,3,47,3,51,106,507,42,659,13,166,21,198,9,128,24,158,41,225,41,304,35,152,28,210,34,165,14,217,33,108,10,148,15,78,3,97,170,1034,134,1336
ILOC60100303,0,87,8,91,10,92,10,111,17,121,12,146,18,76,5,95,19,87,4,113,17,62,5,80,10,45,10,67,88,563,43,703,4,104,12,119,14,68,3,85,28,167,3,194,32,85,3,118,21,88,9,110,22,61,5,83,11,46,17,71,125,626,45,791,4,194,17,213,20,159,7,194,46,289,15,340,47,164,9,214,44,171,14,225,32,122,7,163,20,90,23,138,217,1187,89,1496
ILOC60100304,3,34,0,42,0,43,4,48,5,48,3,63,3,35,0,38,4,29,0,31,3,21,3,33,0,4,4,11,29,226,10,265,5,25,4,36,5,37,0,46,3,42,3,53,9,35,0,43,17,33,0,50,7,15,0,26,4,18,0,22,41,216,7,265,9,64,3,74,9,82,3,97,7,95,4,111,11,67,3,80,19,58,0,82,9,40,4,55,3,25,5,32,68,444,22,533
ILOC60100401,0,8,3,15,0,0,0,3,0,10,0,10,3,0,0,3,0,10,0,8,3,6,0,9,0,9,0,16,4,44,5,59,0,4,0,8,0,10,0,9,0,7,0,9,3,12,0,12,3,13,0,17,4,8,0,16,0,12,0,12,11,65,4,84,0,19,6,21,0,10,0,16,0,23,0,23,8,7,0,18,3,20,0,20,6,11,0,20,0,19,0,21,16,111,12,139
ILOC60100402,0,0,0,5,0,0,0,3,0,3,0,3,0,7,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,14,3,24,0,0,0,3,0,3,0,3,0,5,0,6,3,4,0,9,0,4,0,4,0,0,0,0,0,3,0,3,6,18,0,31,0,0,0,3,0,4,0,9,0,9,0,10,5,6,0,11,0,7,0,5,0,3,0,3,0,6,0,6,9,39,4,53
ILOC60100403,3,58,3,69,3,34,4,44,6,62,8,76,9,45,4,55,7,54,3,67,9,35,3,52,6,32,10,48,48,324,31,408,0,57,10,67,0,38,0,45,6,53,0,55,15,44,0,62,17,53,8,79,15,41,3,53,6,34,3,40,63,323,23,409,6,117,8,134,3,77,4,87,12,117,7,135,21,87,4,116,25,109,15,152,27,76,9,102,11,64,14,85,111,647,56,817
ILOC60100501,0,54,4,64,0,42,0,49,7,77,5,84,10,50,3,56,6,68,6,80,6,45,3,51,0,28,4,37,38,360,25,418,4,45,4,58,3,42,0,42,16,93,0,112,13,53,0,68,26,51,0,78,14,37,0,53,0,28,5,35,76,359,10,444,7,103,10,118,7,87,0,89,20,170,5,200,20,101,3,120,33,118,6,156,20,82,6,108,3,55,10,69,107,721,37,859
ILOC60100601,3,113,10,125,8,107,13,124,14,131,8,150,14,86,6,104,7,85,3,93,11,70,0,79,6,38,3,48,57,620,49,731,6,111,5,127,12,109,0,119,35,122,7,165,35,83,4,127,24,78,7,106,16,61,5,77,10,51,3,61,132,611,35,783,8,225,21,253,19,215,13,242,47,249,10,312,51,169,10,232,32,160,10,199,27,135,5,159,15,85,12,106,196,1235,81,1510
ILOC60100701,3,12,0,12,0,12,0,17,0,5,0,5,0,7,0,9,3,16,0,13,0,11,0,11,3,0,3,10,10,63,3,76,0,8,3,12,0,5,0,5,3,11,0,8,3,16,0,16,9,5,0,12,3,7,0,9,4,6,3,9,18,52,3,71,0,20,3,19,0,17,0,17,3,14,0,21,5,25,0,24,8,19,0,31,3,15,0,17,5,9,3,19,25,112,7,150
ILOC60100702,0,21,0,18,0,11,0,13,0,17,0,15,0,13,0,13,3,13,0,13,3,18,3,19,0,3,0,3,8,97,10,111,0,10,0,14,0,3,0,3,7,13,0,15,6,20,0,21,6,18,0,23,7,8,0,16,0,4,3,13,21,81,3,103,0,35,0,31,0,20,0,21,7,25,0,33,6,35,0,40,9,32,0,37,7,25,3,36,0,13,3,15,28,175,14,213
ILOC60100703,0,16,3,22,0,9,0,9,0,15,4,18,4,8,0,17,3,16,0,16,3,14,0,22,3,11,3,15,15,92,15,116,0,12,0,17,0,10,0,10,0,25,0,30,5,15,0,23,3,12,4,22,6,12,0,15,0,7,0,8,21,92,3,117,5,33,3,40,0,16,0,19,0,41,6,46,9,31,0,34,8,26,4,35,11,30,0,37,3,18,5,20,32,183,19,230
ILOC60100801,0,9,0,15,0,10,0,11,0,7,0,8,3,4,0,6,3,10,0,13,3,6,0,10,0,6,3,12,17,51,5,75,4,10,0,16,0,5,0,9,0,12,0,10,6,8,0,17,6,9,0,9,0,10,0,6,4,10,0,14,21,63,0,79,5,22,0,25,0,11,0,15,3,16,0,19,5,13,0,23,5,18,0,22,3,12,0,17,3,14,3,25,35,113,5,155
ILOC60100802,0,10,0,10,0,5,0,5,0,10,0,13,0,10,0,10,0,7,0,7,0,14,0,14,0,3,0,10,3,58,6,68,0,7,0,4,0,4,0,4,0,4,0,11,0,5,0,5,4,7,0,8,3,10,0,14,0,9,0,12,10,46,9,66,0,16,4,20,0,5,0,5,0,14,0,17,0,15,0,16,4,16,0,23,3,19,0,29,0,20,6,24,13,100,15,130
ILOC60100803,0,4,0,4,0,4,0,4,0,3,0,3,0,3,0,8,0,9,3,15,4,15,0,16,3,5,4,13,11,41,5,58,0,0,0,0,0,3,0,3,0,7,3,7,0,4,0,8,0,13,0,15,7,10,0,18,3,6,0,6,6,43,4,57,0,3,0,3,0,6,0,6,0,12,3,10,0,9,0,12,0,25,3,31,5,21,3,35,7,9,4,16,15,87,11,118
ILOC60100804,3,15,3,19,0,12,0,12,0,5,0,5,0,4,0,8,9,11,0,16,3,12,0,20,0,10,0,12,16,75,9,90,0,11,0,20,0,15,0,19,0,16,0,19,3,11,3,14,3,11,0,13,8,8,0,19,0,12,0,8,17,81,7,105,4,25,3,34,0,21,0,22,0,21,0,25,3,11,3,25,9,21,0,34,12,22,0,37,0,20,0,23,28,153,14,195
ILOC60100901,0,8,3,13,0,3,0,7,0,3,0,3,0,0,0,0,0,13,0,13,0,4,0,5,3,6,3,10,8,47,11,60,0,5,0,5,4,7,0,7,3,11,0,18,3,12,0,16,4,6,0,14,4,5,0,5,0,4,3,6,18,56,5,73,0,16,3,20,4,8,0,16,3,21,0,24,3,12,0,16,3,21,0,30,4,7,0,15,3,15,5,23,23,102,16,131
ILOC60100902,0,33,6,41,0,26,0,24,3,26,0,36,8,29,0,38,4,30,0,33,4,28,5,37,3,8,0,12,26,182,15,218,0,22,3,24,0,9,0,14,6,37,0,42,12,17,0,29,9,25,0,40,6,21,3,30,3,5,4,10,38,144,10,191,7,53,7,68,0,36,3,38,6,68,0,78,17,47,0,62,14,54,3,73,8,46,9,67,6,14,4,24,68,320,21,410
ILOC60100903,0,5,0,5,0,4,0,3,0,5,0,5,3,3,0,10,0,7,0,7,5,4,4,14,0,3,0,5,10,32,6,43,0,4,0,4,0,0,0,0,3,6,0,8,0,3,0,3,3,8,0,13,3,3,0,7,0,7,0,10,12,29,3,45,0,5,0,11,0,3,0,3,3,10,0,11,3,7,0,8,3,8,0,17,10,9,4,22,3,12,3,18,22,62,9,88
ILOC60101001,13,64,6,81,3,61,0,63,5,75,3,84,5,44,0,50,7,42,0,51,9,38,0,42,3,24,3,27,44,344,11,401,9,84,4,91,12,43,3,59,18,70,6,96,22,58,0,77,19,68,4,95,16,33,5,53,5,27,3,32,102,378,23,502,18,145,9,173,18,100,3,118,26,144,7,176,29,101,0,127,25,109,8,143,23,67,5,94,12,48,3,58,141,724,35,901
ILOC60101002,0,65,18,83,4,40,3,48,4,61,0,72,10,46,0,56,11,47,4,58,6,39,8,52,0,34,5,39,35,327,40,407,0,52,10,59,8,51,0,60,12,67,4,82,11,50,8,67,18,66,5,87,11,33,0,44,5,30,8,39,69,346,27,440,3,118,25,140,11,92,3,109,18,132,4,151,21,89,13,124,30,111,7,144,15,67,7,92,6,63,11,85,102,675,65,850
ILOC60101003,0,8,0,7,0,12,0,12,3,11,0,9,3,15,5,21,0,17,0,17,3,9,0,14,0,3,0,9,8,72,6,95,0,12,6,12,0,8,0,8,6,13,0,17,11,7,0,18,3,6,0,8,4,6,0,14,0,7,0,3,20,53,3,80,0,17,4,23,0,19,0,19,7,22,0,31,10,20,5,30,5,20,0,32,10,16,0,25,3,6,3,15,35,126,14,175
ILOC60101004,3,34,4,36,0,19,0,22,3,34,0,37,12,34,0,47,5,34,3,39,6,17,0,23,3,21,5,35,33,188,18,232,3,25,4,30,0,17,0,27,7,46,3,51,20,35,3,54,9,29,0,44,17,26,4,41,0,21,3,29,53,196,15,270,3,57,8,73,6,39,0,45,12,76,3,91,25,68,4,98,19,62,3,80,20,45,4,61,7,44,7,59,89,385,30,504
ILOC60101005,5,7,0,16,0,10,0,10,0,15,0,18,4,12,0,16,4,16,5,23,3,15,3,14,4,13,3,16,20,87,7,118,0,4,0,8,0,13,0,11,0,17,0,20,6,15,3,22,5,10,0,14,4,9,0,16,0,6,0,6,14,70,4,96,8,15,0,22,0,22,0,27,3,35,0,35,12,29,3,38,4,29,5,35,3,26,3,33,4,19,3,19,34,162,9,209
ILOC60101101,0,13,4,20,0,15,0,18,3,25,0,32,0,27,0,31,10,24,3,30,7,25,0,31,4,23,0,27,20,155,10,190,0,14,3,19,0,14,0,17,3,16,0,19,4,23,0,27,7,24,3,33,12,18,0,33,0,18,3,23,32,132,11,179,0,27,5,33,3,33,0,34,6,43,0,52,3,53,0,61,15,46,7,71,13,49,0,65,3,43,6,57,51,289,24,362
ILOC60101102,0,28,0,30,4,22,0,23,3,22,3,25,4,20,0,25,0,22,0,23,3,11,0,13,0,19,3,21,20,137,5,162,0,20,7,28,0,9,0,13,8,31,0,35,7,30,0,38,4,26,0,32,7,22,3,33,3,10,0,14,33,140,7,185,3,46,4,50,6,31,0,36,6,56,4,68,13,52,0,63,10,49,0,60,7,28,4,43,5,26,3,34,50,283,16,349
ILOC69499494,0,3,0,3,0,3,0,7,0,3,0,3,0,6,3,7,3,3,3,6,0,0,0,0,0,0,0,4,5,18,9,33,0,3,0,3,0,4,0,4,0,3,0,3,0,3,0,3,3,0,3,4,0,0,0,0,0,3,0,3,3,11,0,16,0,6,3,9,0,8,0,6,0,9,0,9,0,6,3,11,4,3,3,11,0,0,0,0,0,0,0,6,4,34,15,50
ILOC69799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70100101,3,30,0,33,0,27,0,29,5,28,3,39,5,26,13,47,0,26,4,36,0,20,6,27,0,4,0,11,17,163,37,213,3,33,3,44,0,20,3,22,10,32,9,49,11,33,11,64,4,39,4,54,7,24,10,31,0,9,9,21,38,193,50,282,10,57,10,77,3,39,4,50,10,65,13,87,18,65,25,108,4,67,9,82,3,37,17,57,3,20,14,28,58,349,82,495
ILOC70100102,4,29,4,37,4,23,3,27,3,27,0,31,3,32,4,33,3,23,0,25,7,4,3,10,0,13,0,10,20,147,12,186,0,20,3,26,0,25,3,24,6,36,4,51,13,42,3,58,9,36,0,50,3,25,0,27,3,18,3,21,38,202,14,259,4,56,5,65,4,41,3,50,14,62,7,82,16,72,3,93,8,59,3,73,6,28,4,39,3,27,5,34,61,355,30,445
ILOC70100103,0,0,0,0,0,10,0,10,0,13,0,9,0,10,0,13,0,12,5,14,0,12,0,12,3,23,4,25,3,77,10,84,0,0,0,3,0,4,0,5,0,3,0,3,0,0,0,3,0,8,0,9,0,17,0,19,0,52,3,55,4,93,3,96,0,3,0,5,0,7,0,14,0,18,0,18,3,10,0,12,0,22,5,27,0,35,0,33,3,72,5,79,12,163,14,188
ILOC70100104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,0,14,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,0,3,0,3,3,14,0,17
ILOC70100105,0,45,3,47,0,27,0,28,3,38,3,46,6,24,0,35,0,31,4,32,3,22,0,26,4,12,4,15,16,202,22,241,0,25,3,36,3,22,0,25,8,42,7,52,9,54,7,64,19,44,10,72,5,29,0,35,0,17,3,24,40,231,34,306,0,71,11,82,8,50,0,61,10,77,9,99,12,77,10,101,14,75,20,112,10,47,5,61,3,27,5,39,62,429,57,552
ILOC70100106,0,9,0,12,0,13,0,11,5,10,4,20,0,20,3,24,0,15,3,17,0,8,5,10,0,10,0,7,8,78,19,104,0,3,0,3,0,10,3,13,7,21,9,32,3,12,6,21,3,17,0,23,3,14,13,27,0,10,3,12,12,88,32,133,0,11,0,12,0,16,6,27,13,34,13,55,3,35,6,44,3,36,3,41,3,20,12,35,0,13,8,26,24,168,48,242
ILOC70100107,5,27,4,37,0,21,0,23,6,31,3,39,4,25,0,24,0,23,0,29,3,19,0,18,0,11,0,12,18,157,11,182,0,22,4,24,3,24,0,26,7,22,4,32,3,36,3,45,5,31,4,40,4,32,3,44,0,26,4,34,22,189,22,235,4,51,7,64,4,40,0,47,6,59,10,73,9,61,3,70,8,54,3,69,9,46,3,57,0,38,4,47,41,346,35,420
ILOC70100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70100109,7,0,3,11,0,6,10,11,3,14,0,18,0,8,0,4,3,10,0,20,0,5,0,5,0,0,0,3,10,45,12,67,3,8,3,9,3,6,4,14,0,16,0,11,4,18,0,23,11,17,0,32,0,7,3,9,0,7,0,7,22,76,15,106,6,6,3,19,3,12,12,29,7,31,0,36,8,22,0,29,13,32,3,44,0,10,3,15,0,9,0,6,35,117,22,175
ILOC70100201,0,3,0,3,0,3,0,3,0,6,0,6,0,6,0,6,0,8,0,8,0,4,0,4,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,7,0,13,0,10,0,8,0,6,0,6,0,3,0,3,0,3,0,4,0,26,3,36,0,3,0,3,0,3,0,3,0,14,0,14,0,10,0,11,0,14,0,14,0,8,0,8,0,3,3,6,0,49,6,57
ILOC70100202,0,9,6,13,3,3,0,7,3,12,0,14,3,20,4,20,7,20,4,30,0,6,0,6,0,5,0,5,18,71,13,96,0,3,0,4,3,9,4,10,3,23,3,31,5,18,0,19,3,15,0,22,3,5,0,14,0,6,3,10,23,75,8,107,3,8,7,16,8,10,4,16,12,34,3,46,6,36,4,46,9,35,4,44,3,10,0,19,0,14,3,17,37,143,22,197
ILOC70100203,0,3,6,11,0,5,0,9,3,12,4,17,0,13,4,19,0,13,7,23,0,3,0,3,0,3,0,3,8,46,17,74,0,7,0,7,0,8,3,8,6,13,15,31,0,11,0,15,0,9,3,16,0,3,3,8,0,4,0,8,13,56,20,92,0,10,6,17,0,12,3,21,8,21,18,41,4,27,3,36,0,21,10,33,0,3,3,12,0,5,0,7,20,104,40,163
